date,state,candidate,lower,mean,upper
2020-04-01,Alabama,biden,0.19587557264012578,0.3042343369137765,0.4131061208083301
2020-04-01,Alabama,other,0.03095827548321135,0.11247249313228119,0.21318747625477236
2020-04-01,Alabama,trump,0.4673109255424139,0.5779416019548678,0.6863080250903034
2020-04-01,Alaska,biden,0.22309790204179716,0.33316505149924974,0.44421529236818275
2020-04-01,Alaska,other,0.08605662685004577,0.18852743786109805,0.29448564728310067
2020-04-01,Alaska,trump,0.36494881855025085,0.4770547872997969,0.5891067408723716
2020-04-01,Arizona,biden,0.3717891329235532,0.4532774084610118,0.5343409501098522
2020-04-01,Arizona,other,0.038426254627370246,0.09582060327304986,0.16755780353982838
2020-04-01,Arizona,trump,0.36580115879804476,0.44737369639962565,0.5274264970227481
2020-04-01,Arkansas,biden,0.18818381078083812,0.29973414100081724,0.41035109905783673
2020-04-01,Arkansas,other,0.039835438801137775,0.12991562855069477,0.2359808693542429
2020-04-01,Arkansas,trump,0.45385088062789547,0.5659583007678766,0.6760053932884686
2020-04-01,California,biden,0.5101339827945964,0.6060988953037251,0.7010039861521098
2020-04-01,California,other,0.02196113292958297,0.08889322096150665,0.17870592867289878
2020-04-01,California,trump,0.20535191374123235,0.2975612556438865,0.3919148370779471
2020-04-01,Colorado,biden,0.33548577687548375,0.4473134016758681,0.5590574515642015
2020-04-01,Colorado,other,0.05623733735409733,0.15511712648027887,0.2604973470331622
2020-04-01,Colorado,trump,0.2833447665619301,0.39410531060887605,0.5080077520086614
2020-04-01,Connecticut,biden,0.39835370527476915,0.5080211115714346,0.6162653024039093
2020-04-01,Connecticut,other,0.03359829029439506,0.1188225796264197,0.22319210125134709
2020-04-01,Connecticut,trump,0.25812182076754897,0.36831494761346567,0.47468457600961983
2020-04-01,Delaware,biden,0.3863916918778436,0.49590951925682036,0.6034272381751892
2020-04-01,Delaware,other,0.037361987814408346,0.12157209330171947,0.22336474587993146
2020-04-01,Delaware,trump,0.26798344298017757,0.3786742418484601,0.4857194397801191
2020-04-01,District of Columbia,biden,0.7351452339693489,0.8329022594410889,0.9192814090872607
2020-04-01,District of Columbia,other,0.02671546355803798,0.09998395757471173,0.1922866929530236
2020-04-01,District of Columbia,trump,0.009743005068247797,0.05399382118112454,0.13375141680154895
2020-04-01,Florida,biden,0.3789260626992614,0.4734013771475395,0.5640117955383932
2020-04-01,Florida,other,0.015427496238189238,0.07238423971738592,0.15615663347583839
2020-04-01,Florida,trump,0.3540461381033013,0.44730032023200184,0.5385691833293064
2020-04-01,Georgia,biden,0.3437508678693289,0.43882186650819066,0.5327572381122457
2020-04-01,Georgia,other,0.016993953359256558,0.07482821963018146,0.16114987625856922
2020-04-01,Georgia,trump,0.38333912699682193,0.4783099948877384,0.5716647456972638
2020-04-01,Hawaii,biden,0.46356972699621424,0.5766170703337454,0.6882212548293005
2020-04-01,Hawaii,other,0.06276529961238118,0.16388488433205195,0.2710253370671483
2020-04-01,Hawaii,trump,0.14409651958333522,0.2575152744384084,0.36954172280165615
2020-04-01,Idaho,biden,0.13211949548950722,0.24455359413970298,0.35463635466855964
2020-04-01,Idaho,other,0.09352504180349869,0.19750156002247649,0.30545299690767796
2020-04-01,Idaho,trump,0.4456113785370091,0.5579565471824997,0.6666024750531676
2020-04-01,Illinois,biden,0.41080043385042864,0.5214727685106246,0.6293672130647261
2020-04-01,Illinois,other,0.03867277735382123,0.12774961722393816,0.23165567067095158
2020-04-01,Illinois,trump,0.23704650594013424,0.3465184771086065,0.4557140539257089
2020-04-01,Indiana,biden,0.23167619627011538,0.3419116611103149,0.4501216810571488
2020-04-01,Indiana,other,0.03719632749712029,0.12549516317229437,0.2298568957096714
2020-04-01,Indiana,trump,0.4148251204191279,0.5278118027361409,0.6393011115248726
2020-04-01,Iowa,biden,0.2906774814696059,0.3940156909518543,0.49636416926559546
2020-04-01,Iowa,other,0.039163471014048476,0.1256357843385214,0.22471616086992335
2020-04-01,Iowa,trump,0.37131139383327616,0.47639481764093394,0.5808886664780591
2020-04-01,Kansas,biden,0.25804535508424076,0.3572986661345575,0.45495904917911334
2020-04-01,Kansas,other,0.030799777976334524,0.1109544744166657,0.20824177487567672
2020-04-01,Kansas,trump,0.42719503827499783,0.5273896855623599,0.6256870899676774
2020-04-01,Kentucky,biden,0.17949352199563512,0.2891547093053135,0.39864832875275485
2020-04-01,Kentucky,other,0.03581829877226816,0.12141512034632058,0.224038537135991
2020-04-01,Kentucky,trump,0.4740579931092018,0.5839543208319569,0.6935099016099062
2020-04-01,Louisiana,biden,0.23394913610519935,0.34422124679391797,0.4533195621322332
2020-04-01,Louisiana,other,0.02874973262199572,0.11072434169987577,0.21447790526847188
2020-04-01,Louisiana,trump,0.4316323080678455,0.5388609164080351,0.64576492364557
2020-04-01,Maine,biden,0.3430237399783515,0.44980134349959955,0.5536947213911408
2020-04-01,Maine,other,0.039017555938361315,0.12426154987626162,0.22520549617387092
2020-04-01,Maine,trump,0.3170902276838135,0.42090342726218805,0.5259330508392474
2020-04-01,Maryland,biden,0.4573306136309778,0.5675052097252773,0.6759560804931595
2020-04-01,Maryland,other,0.042033371529877676,0.13012028776952828,0.2324727925630664
2020-04-01,Maryland,trump,0.18910992573068164,0.2987490399749858,0.40718379953924033
2020-04-01,Massachusetts,biden,0.46254654347676005,0.5729067985532948,0.6813519981965315
2020-04-01,Massachusetts,other,0.03972754841046622,0.13007658850633663,0.234132604779699
2020-04-01,Massachusetts,trump,0.18314714792025635,0.29298738624493426,0.4031576145930773
